Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,22,0.439474,22(0.439474) 4(0.390568) 13(0.123841) 5(0.038495) 12(0.001982) 1(0.001648) 18(0.000678) 6(0.000675) 19(0.000443) 14(0.000358) 20(0.000262) 2(0.000251) 3(0.000229) 11(0.000227) 16(0.000123) 9(0.000115) 17(0.000113) 10(0.000113) 0(0.000111) 15(0.000107) 7(0.000094) 21(0.000066) 8(0.000028)
56487777,6,0.480989,6(0.480989) 1(0.367838) 8(0.140695) 10(0.001678) 22(0.001346) 9(0.001324) 7(0.001024) 5(0.000855) 12(0.000853) 0(0.000665) 17(0.000410) 4(0.000390) 20(0.000334) 13(0.000305) 15(0.000231) 18(0.000203) 16(0.000189) 21(0.000183) 11(0.000146) 2(0.000117) 3(0.000110) 14(0.000082) 19(0.000033)
56496643,17,0.278349,17(0.278349) 8(0.171003) 12(0.153832) 18(0.113974) 7(0.089758) 3(0.064775) 6(0.046658) 20(0.040520) 11(0.030862) 2(0.005598) 21(0.003348) 15(0.000208) 10(0.000187) 4(0.000157) 22(0.000140) 0(0.000138) 19(0.000137) 14(0.000092) 1(0.000082) 9(0.000074) 5(0.000040) 16(0.000035) 13(0.000033)
56498019,2,0.739455,2(0.739455) 12(0.090332) 6(0.057168) 10(0.056084) 21(0.039574) 5(0.013527) 13(0.000729) 20(0.000662) 17(0.000456) 9(0.000352) 19(0.000351) 4(0.000251) 7(0.000175) 0(0.000148) 15(0.000129) 11(0.000122) 14(0.000105) 1(0.000096) 22(0.000079) 16(0.000077) 18(0.000052) 3(0.000046) 8(0.000030)
56500147,21,0.434912,21(0.434912) 10(0.241394) 17(0.198886) 2(0.119953) 12(0.001727) 9(0.000797) 7(0.000446) 20(0.000333) 3(0.000314) 0(0.000302) 22(0.000168) 15(0.000145) 1(0.000105) 19(0.000088) 8(0.000086) 6(0.000082) 11(0.000081) 18(0.000080) 4(0.000031) 14(0.000031) 13(0.000020) 5(0.000010) 16(0.000009)
56505189,9,0.271814,9(0.271814) 22(0.171042) 4(0.152230) 5(0.135552) 12(0.109484) 19(0.096152) 11(0.053592) 18(0.005754) 10(0.001359) 14(0.000723) 3(0.000633) 15(0.000300) 6(0.000245) 16(0.000229) 2(0.000217) 21(0.000187) 1(0.000123) 17(0.000116) 20(0.000101) 7(0.000099) 13(0.000033) 8(0.000012) 0(0.000004)
56507204,15,0.479588,15(0.479588) 2(0.300992) 17(0.212359) 0(0.002120) 21(0.001091) 7(0.001019) 13(0.000340) 20(0.000325) 6(0.000292) 4(0.000267) 8(0.000252) 9(0.000186) 5(0.000169) 14(0.000164) 19(0.000163) 10(0.000156) 22(0.000154) 1(0.000143) 12(0.000117) 18(0.000079) 3(0.000016) 11(0.000009) 16(0.000000)
56513863,12,0.332212,12(0.332212) 9(0.209673) 7(0.182128) 20(0.129917) 2(0.106681) 8(0.025951) 17(0.002641) 18(0.002071) 15(0.001825) 6(0.001765) 0(0.001100) 22(0.000679) 3(0.000562) 21(0.000561) 4(0.000488) 10(0.000411) 1(0.000367) 11(0.000331) 5(0.000190) 14(0.000158) 13(0.000158) 16(0.000109) 19(0.000021)
56522258,4,0.308791,4(0.308791) 22(0.280462) 12(0.167726) 20(0.148731) 1(0.087846) 5(0.002940) 10(0.000641) 19(0.000483) 6(0.000469) 17(0.000349) 14(0.000319) 18(0.000311) 21(0.000134) 7(0.000123) 16(0.000117) 3(0.000108) 11(0.000107) 0(0.000067) 15(0.000066) 9(0.000059) 2(0.000057) 8(0.000055) 13(0.000038)
56529189,17,0.412970,17(0.412970) 1(0.368881) 19(0.107490) 22(0.071060) 9(0.034610) 4(0.000955) 6(0.000829) 14(0.000411) 21(0.000406) 2(0.000376) 3(0.000373) 12(0.000325) 13(0.000220) 5(0.000218) 0(0.000188) 7(0.000155) 20(0.000128) 16(0.000114) 15(0.000096) 18(0.000071) 10(0.000065) 11(0.000052) 8(0.000008)
56533059,22,0.717091,22(0.717091) 21(0.255546) 6(0.005992) 2(0.003645) 17(0.003483) 14(0.002165) 9(0.002004) 0(0.001736) 15(0.001728) 7(0.001189) 4(0.001115) 10(0.000824) 12(0.000810) 1(0.000681) 20(0.000633) 18(0.000251) 19(0.000245) 3(0.000222) 5(0.000193) 13(0.000168) 11(0.000147) 8(0.000082) 16(0.000050)
56533511,9,0.391210,9(0.391210) 7(0.322403) 21(0.176293) 20(0.104507) 17(0.001766) 14(0.000995) 6(0.000533) 15(0.000479) 13(0.000420) 0(0.000273) 10(0.000269) 3(0.000147) 22(0.000116) 1(0.000105) 18(0.000102) 2(0.000099) 16(0.000071) 12(0.000059) 4(0.000044) 8(0.000039) 11(0.000030) 5(0.000026) 19(0.000016)
