Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,11,0.666003,11(0.666003) 22(0.239728) 10(0.054156) 1(0.033844) 6(0.000708) 20(0.000539) 5(0.000535) 21(0.000515) 16(0.000487) 2(0.000464) 15(0.000436) 18(0.000324) 19(0.000307) 23(0.000299) 12(0.000289) 8(0.000216) 3(0.000153) 9(0.000151) 24(0.000140) 4(0.000136) 13(0.000134) 14(0.000131) 17(0.000123) 0(0.000103) 7(0.000078)
56487777,5,0.400040,5(0.400040) 10(0.335423) 11(0.182300) 1(0.073064) 4(0.003041) 12(0.000985) 15(0.000802) 19(0.000717) 13(0.000473) 14(0.000449) 23(0.000377) 8(0.000370) 0(0.000210) 18(0.000189) 6(0.000183) 17(0.000162) 20(0.000159) 3(0.000158) 24(0.000158) 21(0.000156) 9(0.000147) 2(0.000138) 22(0.000136) 7(0.000092) 16(0.000074)
56496643,3,0.334107,3(0.334107) 0(0.215610) 18(0.181930) 14(0.060892) 12(0.047062) 5(0.042720) 4(0.038188) 15(0.021208) 23(0.020236) 2(0.019474) 1(0.015830) 16(0.000482) 22(0.000457) 10(0.000430) 6(0.000422) 13(0.000220) 24(0.000220) 9(0.000127) 17(0.000103) 19(0.000100) 8(0.000059) 20(0.000054) 11(0.000037) 21(0.000022) 7(0.000009)
56498019,15,0.359704,15(0.359704) 3(0.317431) 1(0.167417) 9(0.089752) 7(0.032829) 5(0.027916) 14(0.001733) 6(0.000442) 23(0.000417) 16(0.000356) 12(0.000227) 0(0.000224) 22(0.000224) 4(0.000189) 21(0.000156) 18(0.000134) 10(0.000133) 24(0.000132) 13(0.000115) 8(0.000101) 17(0.000091) 19(0.000083) 2(0.000077) 20(0.000065) 11(0.000053)
56500147,3,0.699933,3(0.699933) 14(0.247867) 10(0.049419) 17(0.000466) 12(0.000399) 13(0.000307) 18(0.000208) 15(0.000203) 6(0.000167) 23(0.000143) 0(0.000125) 5(0.000121) 19(0.000108) 4(0.000104) 9(0.000101) 24(0.000085) 7(0.000057) 8(0.000054) 1(0.000040) 16(0.000026) 11(0.000025) 20(0.000022) 21(0.000020) 2(0.000001) 22(0.000000)
56505189,22,0.455601,22(0.455601) 1(0.152773) 5(0.114100) 11(0.099518) 6(0.060955) 18(0.056786) 14(0.055679) 16(0.002264) 2(0.000872) 21(0.000416) 23(0.000144) 17(0.000141) 12(0.000113) 8(0.000107) 9(0.000097) 3(0.000088) 20(0.000081) 19(0.000063) 13(0.000063) 7(0.000061) 4(0.000057) 0(0.000009) 15(0.000005) 10(0.000004) 24(0.000004)
56507204,14,0.496051,14(0.496051) 24(0.491435) 15(0.003952) 0(0.002162) 3(0.001170) 6(0.001142) 23(0.000739) 4(0.000644) 12(0.000425) 13(0.000421) 17(0.000415) 10(0.000250) 1(0.000247) 5(0.000206) 7(0.000174) 21(0.000147) 18(0.000133) 16(0.000095) 2(0.000060) 20(0.000040) 9(0.000035) 8(0.000031) 19(0.000023) 11(0.000000) 22(0.000000)
56513863,23,0.558987,23(0.558987) 4(0.222435) 15(0.137251) 13(0.038185) 18(0.030116) 24(0.001951) 0(0.001731) 14(0.001246) 5(0.001055) 12(0.000993) 3(0.000857) 6(0.000689) 8(0.000530) 17(0.000457) 16(0.000400) 10(0.000394) 20(0.000393) 22(0.000381) 1(0.000372) 11(0.000367) 19(0.000330) 2(0.000305) 9(0.000222) 21(0.000217) 7(0.000136)
56522258,6,0.323796,6(0.323796) 22(0.271962) 11(0.271112) 1(0.072337) 5(0.047879) 4(0.005381) 10(0.003187) 16(0.001073) 20(0.000775) 12(0.000513) 2(0.000296) 19(0.000290) 18(0.000213) 17(0.000179) 21(0.000176) 14(0.000151) 13(0.000148) 15(0.000119) 8(0.000106) 23(0.000083) 9(0.000077) 0(0.000059) 7(0.000055) 3(0.000026) 24(0.000008)
56529189,6,0.470824,6(0.470824) 10(0.137910) 22(0.090103) 8(0.083344) 11(0.069621) 17(0.068941) 14(0.059191) 4(0.012646) 3(0.003645) 0(0.001616) 24(0.000314) 5(0.000255) 16(0.000224) 20(0.000219) 15(0.000216) 13(0.000201) 12(0.000182) 21(0.000099) 1(0.000096) 9(0.000091) 23(0.000088) 18(0.000052) 2(0.000046) 7(0.000044) 19(0.000031)
56533059,13,0.495869,13(0.495869) 4(0.380290) 3(0.074721) 22(0.025445) 15(0.003117) 6(0.002610) 14(0.002240) 19(0.001905) 24(0.001898) 0(0.001405) 5(0.001362) 20(0.001290) 12(0.001288) 17(0.001224) 23(0.001206) 10(0.000591) 8(0.000517) 11(0.000501) 18(0.000466) 16(0.000445) 7(0.000415) 1(0.000402) 2(0.000371) 9(0.000247) 21(0.000177)
56533511,13,0.385876,13(0.385876) 5(0.369725) 9(0.103877) 4(0.053126) 14(0.041905) 3(0.040912) 6(0.000683) 24(0.000675) 12(0.000624) 20(0.000453) 0(0.000345) 17(0.000317) 8(0.000248) 15(0.000173) 11(0.000172) 10(0.000152) 22(0.000150) 1(0.000136) 23(0.000118) 21(0.000118) 18(0.000106) 19(0.000060) 7(0.000032) 16(0.000013) 2(0.000001)
56545572,24,0.782029,24(0.782029) 14(0.106481) 9(0.079920) 3(0.024652) 2(0.002928) 15(0.000565) 17(0.000437) 0(0.000402) 6(0.000357) 12(0.000294) 13(0.000250) 23(0.000231) 1(0.000227) 8(0.000221) 4(0.000184) 5(0.000177) 18(0.000148) 10(0.000098) 11(0.000086) 19(0.000081) 20(0.000078) 16(0.000064) 21(0.000038) 7(0.000036) 22(0.000017)
56548040,5,0.607367,5(0.607367) 1(0.129219) 11(0.110363) 21(0.090666) 22(0.037175) 3(0.014017) 6(0.002489) 15(0.001349) 10(0.001245) 20(0.000967) 2(0.000921) 13(0.000632) 12(0.000592) 7(0.000423) 8(0.000391) 14(0.000361) 18(0.000314) 17(0.000283) 23(0.000279) 0(0.000241) 19(0.000186) 16(0.000153) 4(0.000148) 24(0.000136) 9(0.000083)
56551108,9,0.552335,9(0.552335) 22(0.315297) 6(0.071600) 2(0.049740) 21(0.002577) 18(0.002507) 14(0.000860) 0(0.000609) 17(0.000607) 4(0.000584) 5(0.000533) 24(0.000459) 13(0.000358) 3(0.000275) 16(0.000263) 10(0.000195) 12(0.000182) 15(0.000161) 20(0.000156) 1(0.000143) 8(0.000138) 23(0.000138) 19(0.000114) 11(0.000088) 7(0.000079)
56551131,3,0.518877,3(0.518877) 10(0.139125) 13(0.130946) 1(0.108164) 22(0.091883) 18(0.007051) 0(0.000927) 17(0.000419) 24(0.000404) 14(0.000393) 16(0.000276) 23(0.000265) 6(0.000195) 4(0.000178) 21(0.000166) 5(0.000142) 12(0.000127) 19(0.000087) 7(0.000080) 15(0.000070) 9(0.000065) 8(0.000061) 2(0.000041) 20(0.000040) 11(0.000016)
56552993,23,0.718180,23(0.718180) 13(0.185212) 16(0.068545) 3(0.025339) 12(0.000599) 1(0.000314) 18(0.000312) 14(0.000193) 24(0.000172) 0(0.000164) 4(0.000160) 8(0.000139) 17(0.000105) 5(0.000102) 10(0.000098) 20(0.000091) 7(0.000075) 6(0.000045) 11(0.000029) 15(0.000028) 22(0.000025) 19(0.000022) 2(0.000021) 9(0.000016) 21(0.000014)
56555709,23,0.330535,23(0.330535) 15(0.229873) 11(0.219090) 0(0.079288) 1(0.075325) 3(0.059245) 13(0.003162) 18(0.000764) 14(0.000722) 17(0.000340) 10(0.000260) 6(0.000229) 4(0.000205) 24(0.000183) 19(0.000161) 5(0.000136) 12(0.000134) 16(0.000093) 7(0.000082) 2(0.000053) 21(0.000043) 20(0.000030) 22(0.000022) 9(0.000013) 8(0.000013)
56570134,22,0.500953,22(0.500953) 16(0.265974) 15(0.218416) 20(0.002735) 18(0.001317) 2(0.001247) 14(0.001185) 21(0.000871) 6(0.000855) 13(0.000811) 24(0.000782) 9(0.000763) 19(0.000759) 7(0.000515) 4(0.000407) 5(0.000349) 8(0.000336) 23(0.000334) 17(0.000255) 10(0.000251) 0(0.000239) 12(0.000203) 3(0.000201) 11(0.000142) 1(0.000101)
56571316,22,0.349379,22(0.349379) 21(0.243251) 16(0.236641) 15(0.078937) 23(0.051013) 1(0.024224) 5(0.009710) 7(0.001444) 10(0.001004) 0(0.000791) 14(0.000720) 20(0.000536) 19(0.000476) 4(0.000349) 18(0.000292) 12(0.000238) 2(0.000226) 6(0.000222) 3(0.000177) 11(0.000151) 9(0.000077) 13(0.000050) 8(0.000050) 24(0.000027) 17(0.000015)
56573246,1,0.515436,1(0.515436) 24(0.240635) 17(0.144654) 12(0.065425) 8(0.012260) 13(0.010725) 3(0.004548) 20(0.001083) 0(0.000800) 6(0.000755) 14(0.000495) 16(0.000480) 4(0.000430) 5(0.000355) 10(0.000302) 15(0.000273) 7(0.000228) 23(0.000225) 18(0.000188) 9(0.000186) 19(0.000137) 2(0.000120) 11(0.000095) 22(0.000086) 21(0.000083)
56579501,5,0.555063,5(0.555063) 1(0.358226) 22(0.056416) 6(0.017185) 16(0.006382) 11(0.001664) 12(0.001338) 13(0.001167) 21(0.000394) 24(0.000260) 2(0.000224) 20(0.000218) 18(0.000208) 23(0.000177) 7(0.000166) 9(0.000133) 8(0.000117) 3(0.000114) 14(0.000101) 19(0.000095) 4(0.000092) 0(0.000083) 10(0.000067) 17(0.000064) 15(0.000047)
56599013,10,0.837340,10(0.837340) 9(0.100926) 2(0.054828) 18(0.001028) 3(0.000979) 5(0.000748) 14(0.000687) 0(0.000653) 15(0.000471) 20(0.000402) 23(0.000355) 24(0.000299) 12(0.000223) 17(0.000190) 4(0.000155) 21(0.000150) 16(0.000150) 13(0.000112) 6(0.000086) 19(0.000051) 8(0.000043) 11(0.000039) 1(0.000034) 22(0.000030) 7(0.000021)
56601592,23,0.402893,23(0.402893) 22(0.203198) 16(0.140754) 21(0.097757) 1(0.067005) 3(0.043226) 18(0.015282) 13(0.011929) 0(0.005448) 6(0.003338) 5(0.002134) 12(0.001551) 14(0.001341) 17(0.000810) 4(0.000509) 24(0.000487) 10(0.000476) 7(0.000447) 2(0.000360) 15(0.000320) 20(0.000275) 9(0.000244) 8(0.000099) 19(0.000072) 11(0.000045)
56610266,24,0.753234,24(0.753234) 3(0.222357) 23(0.017917) 14(0.001330) 1(0.001277) 0(0.000923) 13(0.000496) 22(0.000477) 6(0.000358) 4(0.000248) 12(0.000237) 17(0.000226) 21(0.000149) 10(0.000140) 2(0.000140) 8(0.000127) 20(0.000075) 15(0.000062) 9(0.000053) 7(0.000044) 16(0.000038) 5(0.000035) 18(0.000024) 11(0.000023) 19(0.000010)
56611057,1,0.664459,1(0.664459) 22(0.320747) 21(0.006190) 12(0.001746) 7(0.001670) 16(0.000801) 23(0.000797) 15(0.000493) 5(0.000453) 9(0.000427) 18(0.000365) 2(0.000352) 24(0.000312) 0(0.000163) 4(0.000141) 11(0.000128) 3(0.000125) 20(0.000122) 6(0.000113) 19(0.000095) 17(0.000069) 10(0.000062) 13(0.000060) 8(0.000056) 14(0.000054)
56613622,24,0.485542,24(0.485542) 5(0.319401) 3(0.151111) 1(0.020284) 23(0.016262) 9(0.001886) 0(0.001108) 18(0.000538) 13(0.000443) 16(0.000441) 7(0.000415) 12(0.000356) 8(0.000344) 14(0.000334) 17(0.000262) 10(0.000212) 15(0.000157) 6(0.000153) 4(0.000151) 22(0.000136) 11(0.000133) 21(0.000102) 19(0.000099) 20(0.000094) 2(0.000038)
56622860,5,0.420278,5(0.420278) 11(0.330614) 22(0.075794) 23(0.069224) 1(0.049376) 8(0.036188) 9(0.015390) 16(0.000494) 2(0.000483) 21(0.000476) 13(0.000276) 12(0.000271) 6(0.000249) 20(0.000243) 7(0.000198) 3(0.000104) 19(0.000085) 18(0.000073) 17(0.000055) 10(0.000040) 24(0.000032) 15(0.000024) 0(0.000018) 4(0.000009) 14(0.000008)
56657106,9,0.249247,9(0.249247) 7(0.233140) 2(0.212605) 21(0.199609) 22(0.059537) 1(0.040380) 15(0.001696) 10(0.000713) 19(0.000579) 13(0.000410) 3(0.000341) 5(0.000299) 4(0.000239) 17(0.000225) 11(0.000166) 24(0.000160) 14(0.000151) 6(0.000101) 16(0.000083) 0(0.000072) 23(0.000069) 18(0.000054) 20(0.000053) 12(0.000039) 8(0.000032)
56677669,9,0.582020,9(0.582020) 6(0.229807) 8(0.183116) 21(0.002803) 17(0.000497) 20(0.000362) 16(0.000210) 18(0.000203) 2(0.000190) 15(0.000135) 7(0.000120) 23(0.000090) 14(0.000089) 19(0.000088) 22(0.000074) 4(0.000071) 24(0.000067) 0(0.000021) 1(0.000018) 10(0.000011) 3(0.000009) 11(0.000000) 5(0.000000) 12(0.000000) 13(0.000000)
56683764,1,0.414509,1(0.414509) 12(0.166050) 11(0.128527) 14(0.077324) 22(0.069889) 24(0.065158) 13(0.041134) 18(0.026467) 3(0.003762) 20(0.001153) 10(0.001005) 15(0.000923) 4(0.000921) 8(0.000529) 21(0.000503) 5(0.000429) 0(0.000379) 16(0.000355) 9(0.000232) 19(0.000208) 17(0.000166) 23(0.000125) 7(0.000104) 2(0.000088) 6(0.000059)
56686026,3,0.982930,3(0.982930) 6(0.013529) 14(0.000806) 15(0.000442) 23(0.000296) 9(0.000273) 4(0.000193) 22(0.000173) 0(0.000137) 11(0.000135) 1(0.000134) 16(0.000126) 19(0.000118) 20(0.000103) 2(0.000101) 21(0.000083) 13(0.000076) 18(0.000068) 8(0.000059) 17(0.000059) 12(0.000049) 10(0.000040) 24(0.000040) 7(0.000022) 5(0.000007)
56704744,5,0.559225,5(0.559225) 15(0.195424) 11(0.151748) 3(0.076669) 1(0.006945) 0(0.003929) 14(0.000999) 6(0.000899) 17(0.000495) 24(0.000424) 23(0.000423) 12(0.000412) 13(0.000382) 10(0.000347) 19(0.000301) 20(0.000287) 16(0.000272) 8(0.000268) 4(0.000176) 18(0.000152) 21(0.000071) 2(0.000067) 9(0.000035) 7(0.000028) 22(0.000023)
56709268,23,0.773978,23(0.773978) 14(0.133979) 21(0.066288) 1(0.015265) 10(0.002611) 24(0.001121) 0(0.000822) 15(0.000806) 13(0.000781) 5(0.000745) 4(0.000540) 11(0.000445) 3(0.000394) 17(0.000381) 12(0.000362) 20(0.000292) 19(0.000244) 6(0.000209) 7(0.000178) 18(0.000143) 2(0.000108) 9(0.000099) 8(0.000077) 16(0.000076) 22(0.000058)
56717392,22,0.513550,22(0.513550) 19(0.221073) 15(0.109389) 9(0.074933) 18(0.038670) 13(0.021414) 12(0.014234) 0(0.001392) 5(0.001336) 7(0.000676) 24(0.000485) 21(0.000463) 1(0.000386) 3(0.000338) 6(0.000277) 16(0.000241) 2(0.000226) 4(0.000221) 10(0.000189) 20(0.000148) 23(0.000141) 8(0.000078) 14(0.000062) 17(0.000039) 11(0.000038)
56718927,23,0.585745,23(0.585745) 6(0.246697) 11(0.144826) 3(0.013159) 9(0.003777) 14(0.001173) 24(0.001063) 0(0.000588) 4(0.000519) 17(0.000369) 13(0.000315) 15(0.000267) 5(0.000266) 1(0.000253) 10(0.000232) 12(0.000165) 21(0.000122) 16(0.000111) 8(0.000074) 2(0.000065) 22(0.000054) 19(0.000049) 18(0.000043) 20(0.000042) 7(0.000026)
56720441,13,0.770559,13(0.770559) 1(0.136872) 17(0.046286) 9(0.038423) 19(0.001439) 16(0.001273) 24(0.001247) 18(0.001111) 12(0.000480) 20(0.000364) 0(0.000311) 14(0.000273) 2(0.000255) 10(0.000149) 5(0.000146) 8(0.000129) 4(0.000126) 3(0.000119) 15(0.000098) 23(0.000082) 21(0.000077) 6(0.000064) 22(0.000061) 11(0.000050) 7(0.000006)
56724566,9,0.637035,9(0.637035) 16(0.278769) 22(0.061239) 6(0.018994) 12(0.001302) 14(0.000589) 21(0.000299) 5(0.000295) 2(0.000217) 17(0.000189) 3(0.000139) 8(0.000138) 20(0.000133) 13(0.000103) 10(0.000094) 18(0.000093) 24(0.000082) 7(0.000076) 1(0.000059) 19(0.000054) 15(0.000046) 0(0.000028) 4(0.000019) 11(0.000008) 23(0.000000)
56727451,17,0.281953,17(0.281953) 6(0.244657) 22(0.201427) 14(0.110044) 7(0.058985) 23(0.053889) 3(0.044458) 16(0.001150) 4(0.000890) 8(0.000440) 15(0.000365) 1(0.000318) 18(0.000264) 21(0.000174) 0(0.000172) 20(0.000151) 12(0.000137) 10(0.000125) 11(0.000081) 2(0.000071) 13(0.000070) 5(0.000068) 9(0.000059) 24(0.000027) 19(0.000022)
56731802,21,0.860204,21(0.860204) 2(0.105449) 6(0.022176) 7(0.005718) 11(0.001324) 3(0.000858) 8(0.000659) 12(0.000411) 16(0.000355) 9(0.000320) 15(0.000313) 20(0.000297) 5(0.000283) 0(0.000262) 4(0.000237) 14(0.000223) 24(0.000194) 19(0.000177) 22(0.000167) 18(0.000099) 1(0.000092) 13(0.000062) 10(0.000054) 17(0.000034) 23(0.000032)
56735382,1,0.427742,1(0.427742) 6(0.314399) 17(0.207400) 20(0.039503) 0(0.003253) 3(0.001071) 8(0.000959) 14(0.000936) 9(0.000857) 21(0.000721) 2(0.000482) 16(0.000446) 10(0.000348) 4(0.000330) 22(0.000237) 15(0.000218) 23(0.000192) 13(0.000181) 5(0.000163) 24(0.000159) 19(0.000117) 12(0.000095) 18(0.000084) 11(0.000054) 7(0.000053)
56752840,23,0.455136,23(0.455136) 12(0.367390) 5(0.092953) 0(0.047870) 22(0.028315) 3(0.003316) 16(0.001716) 17(0.000557) 1(0.000360) 13(0.000347) 4(0.000329) 24(0.000304) 8(0.000243) 14(0.000243) 6(0.000153) 15(0.000153) 18(0.000101) 11(0.000079) 19(0.000079) 20(0.000077) 7(0.000077) 9(0.000062) 10(0.000061) 2(0.000043) 21(0.000036)
56758110,22,0.412452,22(0.412452) 15(0.176759) 3(0.138574) 6(0.128456) 14(0.059927) 12(0.041213) 1(0.038210) 0(0.000721) 16(0.000692) 18(0.000493) 23(0.000375) 13(0.000286) 2(0.000220) 17(0.000218) 11(0.000213) 4(0.000160) 21(0.000152) 8(0.000147) 24(0.000140) 9(0.000136) 10(0.000117) 19(0.000092) 5(0.000087) 20(0.000086) 7(0.000072)
56762294,0,0.416081,0(0.416081) 10(0.211747) 14(0.081109) 2(0.062218) 15(0.061581) 23(0.060615) 20(0.041178) 22(0.040863) 6(0.021049) 3(0.000937) 4(0.000585) 7(0.000359) 12(0.000314) 17(0.000212) 1(0.000172) 11(0.000170) 5(0.000147) 21(0.000138) 13(0.000120) 24(0.000105) 16(0.000080) 18(0.000068) 19(0.000064) 9(0.000057) 8(0.000031)
56765437,3,0.991518,3(0.991518) 17(0.002526) 23(0.001358) 4(0.000806) 8(0.000540) 13(0.000493) 24(0.000402) 0(0.000342) 7(0.000303) 10(0.000263) 5(0.000252) 22(0.000225) 6(0.000212) 12(0.000169) 2(0.000162) 14(0.000123) 9(0.000067) 20(0.000060) 21(0.000058) 16(0.000051) 15(0.000034) 11(0.000021) 19(0.000007) 18(0.000007) 1(0.000000)
56773951,23,0.337496,23(0.337496) 15(0.229041) 0(0.152629) 11(0.081518) 1(0.075098) 22(0.072022) 13(0.040461) 3(0.004270) 14(0.001165) 17(0.001076) 10(0.000963) 18(0.000873) 4(0.000821) 24(0.000700) 19(0.000535) 5(0.000393) 6(0.000306) 12(0.000220) 7(0.000118) 2(0.000116) 20(0.000072) 16(0.000045) 21(0.000026) 9(0.000020) 8(0.000017)
56782078,16,0.662141,16(0.662141) 12(0.186323) 2(0.074020) 22(0.048419) 7(0.024208) 6(0.002517) 13(0.000658) 23(0.000525) 1(0.000386) 18(0.000143) 21(0.000118) 24(0.000107) 14(0.000060) 20(0.000056) 3(0.000052) 5(0.000037) 9(0.000036) 15(0.000034) 8(0.000033) 4(0.000030) 0(0.000030) 17(0.000028) 19(0.000020) 11(0.000011) 10(0.000010)
56823604,6,0.512619,6(0.512619) 17(0.261772) 3(0.096700) 16(0.078673) 0(0.036755) 7(0.011098) 21(0.000443) 1(0.000328) 10(0.000206) 8(0.000199) 14(0.000197) 2(0.000193) 22(0.000174) 4(0.000130) 20(0.000102) 18(0.000079) 5(0.000074) 24(0.000052) 12(0.000051) 13(0.000048) 9(0.000034) 23(0.000021) 19(0.000021) 15(0.000016) 11(0.000015)
56823895,23,0.468703,23(0.468703) 15(0.171323) 4(0.140157) 11(0.110929) 0(0.066131) 2(0.040099) 20(0.000496) 14(0.000309) 1(0.000253) 8(0.000181) 5(0.000178) 3(0.000170) 18(0.000162) 13(0.000161) 12(0.000139) 24(0.000097) 6(0.000091) 17(0.000081) 19(0.000079) 21(0.000067) 10(0.000062) 9(0.000039) 16(0.000035) 7(0.000033) 22(0.000026)
56827808,3,0.518501,3(0.518501) 5(0.151638) 12(0.115977) 13(0.074528) 22(0.053911) 19(0.039203) 24(0.031431) 10(0.011886) 4(0.000426) 21(0.000256) 14(0.000255) 0(0.000229) 6(0.000223) 17(0.000198) 16(0.000176) 23(0.000168) 11(0.000162) 2(0.000147) 20(0.000146) 7(0.000137) 8(0.000133) 1(0.000086) 15(0.000081) 9(0.000059) 18(0.000043)
56841842,14,0.741828,14(0.741828) 16(0.130357) 12(0.061914) 2(0.021325) 6(0.020693) 23(0.019136) 0(0.001515) 13(0.001213) 3(0.000451) 10(0.000257) 4(0.000236) 24(0.000175) 7(0.000139) 15(0.000129) 17(0.000128) 21(0.000070) 5(0.000066) 18(0.000064) 20(0.000058) 1(0.000053) 9(0.000053) 8(0.000051) 11(0.000030) 22(0.000029) 19(0.000028)
56871714,11,0.335572,11(0.335572) 15(0.273724) 0(0.186820) 5(0.124568) 12(0.072724) 13(0.001942) 24(0.000919) 23(0.000616) 21(0.000498) 14(0.000481) 17(0.000373) 6(0.000242) 8(0.000240) 3(0.000225) 4(0.000201) 10(0.000168) 20(0.000126) 1(0.000105) 18(0.000095) 19(0.000091) 2(0.000087) 9(0.000060) 16(0.000057) 7(0.000037) 22(0.000031)
56874689,6,0.550125,6(0.550125) 9(0.364926) 17(0.077962) 16(0.000791) 21(0.000721) 7(0.000570) 2(0.000486) 22(0.000445) 10(0.000438) 20(0.000418) 3(0.000410) 14(0.000368) 0(0.000330) 4(0.000322) 23(0.000300) 24(0.000298) 1(0.000267) 11(0.000227) 18(0.000167) 19(0.000120) 15(0.000111) 5(0.000096) 13(0.000062) 8(0.000033) 12(0.000005)
56879734,3,0.290325,3(0.290325) 14(0.252097) 8(0.158497) 6(0.152963) 1(0.134325) 16(0.002719) 20(0.002019) 12(0.001199) 17(0.001073) 15(0.000733) 21(0.000714) 2(0.000531) 7(0.000476) 13(0.000365) 18(0.000361) 19(0.000280) 10(0.000228) 5(0.000217) 4(0.000179) 9(0.000162) 11(0.000138) 24(0.000128) 22(0.000110) 0(0.000110) 23(0.000049)
56892346,11,0.779915,11(0.779915) 22(0.075668) 20(0.057833) 13(0.057175) 12(0.014527) 6(0.006817) 19(0.002163) 9(0.001045) 2(0.000865) 21(0.000637) 18(0.000573) 15(0.000548) 5(0.000451) 24(0.000355) 4(0.000267) 7(0.000234) 14(0.000208) 10(0.000201) 16(0.000111) 8(0.000087) 1(0.000072) 17(0.000072) 3(0.000071) 23(0.000060) 0(0.000046)
56893835,1,0.324635,1(0.324635) 9(0.198504) 20(0.135152) 6(0.091507) 2(0.080318) 11(0.065089) 22(0.048762) 17(0.041592) 16(0.009893) 12(0.001622) 15(0.000378) 8(0.000356) 21(0.000338) 7(0.000322) 23(0.000226) 13(0.000223) 4(0.000159) 14(0.000152) 10(0.000151) 19(0.000149) 18(0.000118) 24(0.000096) 0(0.000089) 3(0.000085) 5(0.000084)
56910228,6,0.236042,6(0.236042) 22(0.197998) 10(0.173938) 8(0.130862) 7(0.067706) 20(0.065423) 16(0.036084) 2(0.034137) 17(0.033492) 11(0.019974) 12(0.000686) 21(0.000594) 4(0.000421) 24(0.000402) 9(0.000392) 23(0.000328) 5(0.000312) 14(0.000242) 18(0.000228) 0(0.000221) 19(0.000197) 3(0.000139) 15(0.000084) 13(0.000059) 1(0.000040)
56918286,11,0.381914,11(0.381914) 6(0.274001) 7(0.132724) 22(0.124507) 16(0.080181) 21(0.001076) 1(0.000621) 2(0.000542) 8(0.000516) 9(0.000489) 14(0.000462) 20(0.000393) 10(0.000364) 18(0.000349) 13(0.000298) 15(0.000240) 19(0.000236) 4(0.000214) 23(0.000156) 24(0.000144) 3(0.000139) 0(0.000129) 12(0.000121) 5(0.000113) 17(0.000069)
56927197,5,0.749636,5(0.749636) 20(0.119148) 17(0.093423) 3(0.031228) 24(0.001579) 8(0.001167) 13(0.000875) 6(0.000429) 4(0.000391) 7(0.000332) 0(0.000324) 10(0.000245) 14(0.000227) 23(0.000169) 12(0.000134) 11(0.000122) 9(0.000121) 19(0.000102) 15(0.000084) 2(0.000064) 16(0.000053) 21(0.000053) 18(0.000035) 22(0.000031) 1(0.000029)
