Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,10,0.644001,10(0.644001) 2(0.298831) 4(0.044075) 16(0.003781) 17(0.002648) 8(0.001482) 6(0.001294) 9(0.000731) 3(0.000513) 18(0.000474) 14(0.000383) 11(0.000341) 12(0.000318) 15(0.000305) 0(0.000264) 13(0.000207) 5(0.000143) 1(0.000122) 7(0.000087)
56487777,18,0.830534,18(0.830534) 10(0.161650) 4(0.002643) 6(0.001781) 7(0.000440) 2(0.000430) 3(0.000380) 5(0.000251) 14(0.000247) 0(0.000232) 9(0.000214) 15(0.000211) 1(0.000197) 17(0.000181) 8(0.000168) 11(0.000144) 13(0.000140) 12(0.000113) 16(0.000045)
56496643,13,0.397913,13(0.397913) 5(0.249207) 17(0.112428) 8(0.088060) 11(0.083397) 18(0.042983) 1(0.024447) 15(0.000445) 9(0.000189) 7(0.000188) 4(0.000178) 6(0.000137) 14(0.000121) 3(0.000095) 0(0.000073) 2(0.000066) 10(0.000046) 12(0.000017) 16(0.000010)
56498019,13,0.758608,13(0.758608) 6(0.122873) 16(0.091386) 4(0.022388) 5(0.000895) 18(0.000650) 10(0.000508) 2(0.000485) 11(0.000398) 14(0.000339) 12(0.000282) 17(0.000234) 8(0.000199) 3(0.000182) 7(0.000160) 0(0.000149) 1(0.000123) 9(0.000096) 15(0.000047)
56500147,5,0.773065,5(0.773065) 13(0.201914) 15(0.018525) 12(0.002404) 18(0.001313) 0(0.000815) 14(0.000415) 11(0.000397) 1(0.000276) 7(0.000178) 2(0.000160) 9(0.000144) 3(0.000135) 6(0.000097) 16(0.000065) 4(0.000033) 17(0.000028) 8(0.000027) 10(0.000008)
56505189,14,0.248956,14(0.248956) 4(0.207768) 0(0.164900) 17(0.160467) 3(0.116903) 8(0.078950) 2(0.017070) 16(0.002636) 11(0.000807) 6(0.000407) 18(0.000305) 10(0.000243) 12(0.000148) 9(0.000130) 5(0.000127) 13(0.000080) 1(0.000052) 7(0.000030) 15(0.000021)
56507204,1,0.569053,1(0.569053) 13(0.215333) 5(0.208592) 17(0.002187) 14(0.001611) 0(0.000704) 7(0.000670) 2(0.000486) 18(0.000330) 4(0.000216) 12(0.000179) 9(0.000122) 3(0.000115) 11(0.000100) 10(0.000099) 16(0.000097) 6(0.000062) 8(0.000022) 15(0.000022)
56513863,9,0.617163,9(0.617163) 1(0.204572) 13(0.166199) 5(0.002403) 11(0.001844) 0(0.001651) 18(0.000971) 10(0.000918) 8(0.000755) 7(0.000678) 12(0.000659) 3(0.000500) 4(0.000438) 14(0.000418) 6(0.000251) 2(0.000193) 17(0.000180) 16(0.000154) 15(0.000053)
56522258,2,0.390728,2(0.390728) 4(0.330159) 10(0.209778) 16(0.060583) 14(0.005220) 3(0.000888) 8(0.000545) 18(0.000460) 5(0.000293) 0(0.000265) 15(0.000213) 13(0.000205) 17(0.000158) 9(0.000146) 6(0.000102) 12(0.000095) 11(0.000064) 1(0.000064) 7(0.000032)
56529189,5,0.400843,5(0.400843) 12(0.336175) 9(0.081779) 10(0.074347) 14(0.065068) 2(0.036362) 17(0.001806) 16(0.001006) 6(0.000835) 0(0.000529) 18(0.000198) 15(0.000197) 11(0.000147) 4(0.000143) 7(0.000130) 1(0.000126) 3(0.000120) 8(0.000094) 13(0.000093)
56533059,0,0.613290,0(0.613290) 15(0.135016) 5(0.120289) 13(0.077646) 18(0.040582) 3(0.003561) 17(0.001538) 1(0.001496) 12(0.001239) 14(0.000973) 7(0.000957) 10(0.000881) 16(0.000644) 8(0.000434) 9(0.000433) 11(0.000413) 4(0.000268) 2(0.000189) 6(0.000151)
56533511,3,0.578753,3(0.578753) 1(0.413079) 5(0.003676) 7(0.001157) 0(0.000728) 18(0.000639) 14(0.000556) 6(0.000268) 4(0.000214) 12(0.000193) 2(0.000155) 13(0.000142) 8(0.000125) 11(0.000081) 16(0.000077) 10(0.000060) 9(0.000043) 17(0.000041) 15(0.000014)
56545572,1,0.775514,1(0.775514) 8(0.134835) 14(0.086725) 5(0.000776) 3(0.000585) 7(0.000346) 6(0.000295) 4(0.000150) 13(0.000141) 0(0.000124) 2(0.000109) 12(0.000093) 16(0.000065) 18(0.000059) 17(0.000055) 15(0.000043) 10(0.000032) 9(0.000031) 11(0.000022)
56548040,4,0.294611,4(0.294611) 0(0.268616) 2(0.235509) 10(0.137857) 15(0.047677) 3(0.009139) 6(0.001296) 18(0.001246) 14(0.000767) 17(0.000650) 5(0.000585) 16(0.000438) 12(0.000338) 1(0.000316) 8(0.000312) 13(0.000254) 9(0.000173) 11(0.000116) 7(0.000102)
56551108,6,0.783086,6(0.783086) 8(0.086646) 5(0.066674) 16(0.056797) 0(0.000945) 1(0.000840) 2(0.000724) 11(0.000632) 10(0.000625) 14(0.000536) 12(0.000518) 18(0.000415) 13(0.000334) 4(0.000325) 3(0.000318) 17(0.000230) 7(0.000214) 9(0.000072) 15(0.000067)
56551131,5,0.497195,5(0.497195) 4(0.233105) 17(0.133362) 15(0.123141) 1(0.007368) 13(0.001189) 11(0.000706) 0(0.000597) 12(0.000510) 14(0.000477) 6(0.000450) 3(0.000430) 8(0.000338) 18(0.000301) 2(0.000228) 16(0.000224) 10(0.000194) 9(0.000111) 7(0.000076)
56552993,9,0.636066,9(0.636066) 1(0.217441) 11(0.140329) 5(0.002523) 4(0.001387) 13(0.000648) 0(0.000367) 12(0.000320) 18(0.000162) 7(0.000157) 17(0.000128) 3(0.000103) 15(0.000074) 10(0.000074) 14(0.000072) 16(0.000065) 8(0.000042) 2(0.000034) 6(0.000006)
56555709,13,0.370862,13(0.370862) 10(0.233912) 5(0.203487) 9(0.117351) 4(0.071240) 1(0.000841) 11(0.000697) 18(0.000256) 3(0.000233) 0(0.000181) 17(0.000174) 14(0.000173) 15(0.000142) 8(0.000115) 12(0.000095) 2(0.000092) 7(0.000078) 16(0.000044) 6(0.000029)
56570134,15,0.323684,15(0.323684) 17(0.283098) 11(0.235708) 2(0.091011) 13(0.045575) 16(0.013257) 8(0.002163) 3(0.001221) 14(0.001031) 6(0.000783) 0(0.000500) 4(0.000305) 5(0.000290) 18(0.000273) 12(0.000270) 1(0.000240) 10(0.000228) 7(0.000213) 9(0.000152)
56571316,6,0.341873,6(0.341873) 16(0.233457) 2(0.137317) 13(0.131370) 18(0.080780) 9(0.069707) 4(0.001478) 15(0.000715) 3(0.000574) 11(0.000530) 8(0.000508) 10(0.000389) 17(0.000316) 5(0.000295) 14(0.000253) 0(0.000216) 1(0.000096) 12(0.000065) 7(0.000063)
56573246,4,0.443178,4(0.443178) 1(0.199859) 13(0.159987) 12(0.098658) 5(0.093386) 7(0.000896) 0(0.000729) 18(0.000639) 16(0.000484) 2(0.000436) 11(0.000313) 3(0.000260) 15(0.000198) 6(0.000195) 8(0.000194) 10(0.000178) 9(0.000160) 17(0.000156) 14(0.000093)
56579501,4,0.443576,4(0.443576) 6(0.315152) 10(0.060502) 2(0.059986) 12(0.059625) 1(0.057360) 18(0.000847) 0(0.000706) 3(0.000384) 16(0.000317) 11(0.000306) 17(0.000259) 7(0.000236) 9(0.000195) 5(0.000195) 8(0.000123) 14(0.000112) 15(0.000069) 13(0.000051)
56599013,15,0.354336,15(0.354336) 7(0.282863) 18(0.143661) 8(0.110527) 13(0.104555) 2(0.001130) 1(0.000582) 5(0.000502) 16(0.000361) 12(0.000313) 0(0.000289) 9(0.000197) 10(0.000146) 14(0.000116) 6(0.000105) 11(0.000102) 3(0.000099) 4(0.000062) 17(0.000053)
56601592,4,0.217695,4(0.217695) 11(0.168701) 9(0.144302) 5(0.107325) 6(0.095168) 14(0.088371) 17(0.074518) 13(0.046510) 2(0.032789) 0(0.016414) 1(0.003512) 12(0.001438) 16(0.001022) 18(0.000850) 8(0.000482) 15(0.000372) 3(0.000277) 7(0.000184) 10(0.000071)
56610266,1,0.754450,1(0.754450) 5(0.158582) 15(0.033069) 13(0.032563) 14(0.018035) 4(0.001329) 9(0.000451) 0(0.000418) 7(0.000267) 12(0.000148) 3(0.000141) 17(0.000112) 8(0.000111) 16(0.000077) 11(0.000076) 18(0.000070) 2(0.000046) 6(0.000032) 10(0.000023)
56611057,4,0.280885,4(0.280885) 17(0.250403) 9(0.200430) 2(0.199596) 15(0.045120) 6(0.018045) 16(0.001715) 8(0.000915) 14(0.000831) 3(0.000516) 1(0.000343) 11(0.000280) 12(0.000257) 18(0.000161) 13(0.000152) 0(0.000134) 5(0.000081) 7(0.000073) 10(0.000064)
56613622,1,0.529975,1(0.529975) 3(0.378208) 4(0.081943) 13(0.003339) 5(0.002181) 0(0.000673) 16(0.000604) 6(0.000589) 11(0.000508) 12(0.000412) 2(0.000321) 15(0.000308) 9(0.000270) 7(0.000242) 18(0.000182) 14(0.000091) 10(0.000070) 8(0.000069) 17(0.000015)
56622860,6,0.374856,6(0.374856) 10(0.317476) 2(0.126910) 4(0.070279) 9(0.063513) 12(0.043459) 3(0.001480) 8(0.000557) 13(0.000287) 0(0.000253) 17(0.000210) 14(0.000201) 16(0.000166) 1(0.000080) 11(0.000079) 15(0.000078) 18(0.000076) 7(0.000021) 5(0.000020)
56657106,16,0.444470,16(0.444470) 8(0.350179) 6(0.148337) 4(0.046906) 3(0.003075) 13(0.002758) 18(0.001128) 10(0.001104) 1(0.000450) 0(0.000309) 12(0.000284) 15(0.000267) 2(0.000248) 5(0.000168) 14(0.000138) 9(0.000074) 17(0.000053) 7(0.000032) 11(0.000020)
56677669,6,0.502432,6(0.502432) 16(0.301322) 12(0.194038) 14(0.000938) 2(0.000323) 8(0.000204) 5(0.000155) 11(0.000134) 4(0.000096) 13(0.000088) 17(0.000082) 0(0.000066) 10(0.000039) 9(0.000026) 3(0.000025) 1(0.000017) 18(0.000013) 15(0.000003) 7(0.000000)
