Post_ID,Dominant_Topic,Topic_Proportion,Topics
56462348,6,0.678079,6(0.678079) 14(0.272840) 5(0.031663) 9(0.009236) 2(0.001344) 8(0.001001) 7(0.000803) 18(0.000789) 10(0.000770) 17(0.000763) 0(0.000722) 15(0.000658) 3(0.000250) 16(0.000216) 11(0.000190) 13(0.000182) 1(0.000176) 12(0.000170) 4(0.000148)
56487777,3,0.340201,3(0.340201) 0(0.301007) 9(0.185598) 6(0.167186) 12(0.001043) 4(0.000898) 15(0.000871) 13(0.000493) 18(0.000460) 10(0.000431) 1(0.000349) 16(0.000312) 14(0.000286) 11(0.000206) 2(0.000192) 8(0.000155) 5(0.000123) 7(0.000098) 17(0.000089)
56496643,15,0.350540,15(0.350540) 1(0.201493) 8(0.176545) 11(0.137484) 17(0.109921) 9(0.015109) 10(0.003515) 18(0.003009) 12(0.000834) 16(0.000272) 4(0.000239) 3(0.000194) 14(0.000180) 2(0.000154) 6(0.000154) 5(0.000119) 7(0.000099) 13(0.000096) 0(0.000042)
56498019,17,0.533774,17(0.533774) 9(0.161533) 4(0.143003) 18(0.097380) 3(0.053043) 1(0.004772) 14(0.002930) 15(0.000706) 6(0.000604) 2(0.000596) 16(0.000305) 11(0.000279) 13(0.000278) 10(0.000227) 12(0.000163) 7(0.000161) 0(0.000101) 5(0.000100) 8(0.000044)
56500147,1,0.469135,1(0.469135) 17(0.293420) 15(0.232553) 4(0.002100) 11(0.000552) 10(0.000424) 0(0.000314) 9(0.000299) 2(0.000275) 3(0.000230) 13(0.000209) 16(0.000166) 12(0.000075) 7(0.000064) 14(0.000062) 6(0.000059) 18(0.000034) 8(0.000026) 5(0.000002)
56505189,6,0.451121,6(0.451121) 18(0.248962) 7(0.081312) 8(0.079530) 17(0.070164) 5(0.042342) 9(0.023122) 10(0.000890) 0(0.000494) 14(0.000491) 4(0.000451) 3(0.000385) 2(0.000168) 1(0.000163) 13(0.000119) 16(0.000093) 12(0.000087) 11(0.000069) 15(0.000038)
56507204,16,0.578373,16(0.578373) 1(0.258236) 17(0.154668) 12(0.003465) 2(0.001008) 11(0.000967) 4(0.000815) 15(0.000663) 9(0.000498) 3(0.000362) 5(0.000304) 6(0.000151) 0(0.000130) 10(0.000099) 14(0.000085) 8(0.000082) 18(0.000073) 13(0.000022) 7(0.000000)
56513863,9,0.707645,9(0.707645) 15(0.258822) 13(0.008649) 4(0.005645) 1(0.004528) 11(0.002781) 16(0.002638) 3(0.001823) 7(0.001632) 0(0.001074) 10(0.000963) 8(0.000853) 6(0.000832) 12(0.000809) 18(0.000544) 14(0.000322) 17(0.000217) 5(0.000151) 2(0.000072)
56522258,18,0.306727,18(0.306727) 6(0.227269) 5(0.217891) 9(0.181070) 0(0.057378) 4(0.001728) 7(0.001706) 2(0.001700) 17(0.001351) 8(0.001093) 14(0.000581) 13(0.000522) 1(0.000331) 15(0.000241) 10(0.000126) 3(0.000099) 12(0.000097) 16(0.000062) 11(0.000032)
56529189,1,0.366429,1(0.366429) 0(0.346138) 6(0.158193) 17(0.123932) 18(0.001693) 14(0.000590) 13(0.000573) 15(0.000330) 7(0.000321) 5(0.000319) 2(0.000254) 3(0.000198) 11(0.000194) 12(0.000184) 16(0.000164) 10(0.000140) 9(0.000137) 8(0.000125) 4(0.000084)
